antecedente,consequente,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"acucar, leite",cafe,0.236,0.393,0.226,0.9576271186440679,2.4367102255574244,0.133252,14.325200000000038,0.7717416485196683
"acucar, feijao","cafe, pao",0.201,0.239,0.117,0.582089552238806,2.435521139074502,0.06896100000000001,1.8209642857142858,0.7376849266711596
acucar,"cafe, pao",0.39,0.239,0.227,0.5820512820512821,2.435361012766871,0.13379000000000002,1.82079754601227,0.966202065429335
"cafe, pao",acucar,0.239,0.39,0.227,0.9497907949790796,2.4353610127668706,0.13379000000000002,12.149166666666689,0.774485229844802
"acucar, leite, pao",cafe,0.233,0.393,0.223,0.9570815450643776,2.4353219976192815,0.131431,14.14309999999997,0.7684180985845499
cafe,"acucar, leite, pao",0.393,0.233,0.223,0.5674300254452926,2.4353219976192815,0.131431,1.7731235294117649,0.9709665265475284
"cafe, leite",acucar,0.238,0.39,0.226,0.9495798319327732,2.4348200818789056,0.13318000000000002,12.098333333333349,0.7733491278191997
acucar,"cafe, leite",0.39,0.238,0.226,0.5794871794871795,2.4348200818789056,0.13318000000000002,1.8120731707317075,0.9660525170462789
acucar,cafe,0.39,0.393,0.373,0.9564102564102563,2.433613883995563,0.21972999999999998,13.925294117647036,0.9657188063112556
cafe,acucar,0.393,0.39,0.373,0.9491094147582697,2.433613883995563,0.21972999999999998,11.986499999999998,0.9704917163918714
"cafe, leite, pao",acucar,0.235,0.39,0.223,0.948936170212766,2.4331696672122205,0.13135000000000002,11.945833333333342,0.7699522260324161
acucar,"cafe, leite, pao",0.39,0.235,0.223,0.5717948717948718,2.4331696672122205,0.13135000000000002,1.7865269461077844,0.965595824450489
"acucar, hortifruti, pao",cafe,0.113,0.393,0.108,0.9557522123893805,2.4319394717287035,0.063591,13.718199999999978,0.6638168608292621
"acucar, hortifruti, leite",cafe,0.112,0.393,0.107,0.9553571428571428,2.4309342057433656,0.062984,13.59679999999998,0.6628778311021302
"acucar, carne","cafe, pao",0.105,0.239,0.061,0.580952380952381,2.4307631002191674,0.035905,1.8160227272727274,0.6576609579631835
"acucar, arroz","cafe, leite",0.204,0.238,0.118,0.5784313725490197,2.430383918273192,0.069448,1.8075348837209304,0.739374840303211
"acucar, arroz, hortifruti",cafe,0.089,0.393,0.085,0.955056179775281,2.4301683963747607,0.050023000000000005,13.505750000000033,0.6459998708594306
"arroz, cafe","acucar, pao",0.205,0.237,0.118,0.5756097560975609,2.4287331480909744,0.069415,1.7978735632183906,0.7399530966847884
"acucar, feijao, hortifruti",cafe,0.087,0.393,0.083,0.9540229885057473,2.4275394109560997,0.048809000000000005,13.202250000000047,0.6440966494675305
"acucar, cerveja, hortifruti",cafe,0.064,0.393,0.061,0.953125,2.4252544529262083,0.035848,12.949333333333334,0.6278548409695951
"acucar, refrigerante",cafe,0.083,0.393,0.079,0.9518072289156626,2.4219013458413805,0.046381,12.595249999999988,0.640241293154618
"arroz, cafe, pao",acucar,0.125,0.39,0.118,0.944,2.4205128205128204,0.06924999999999999,10.892857142857133,0.6707021791767555
"arroz, cafe, leite",acucar,0.125,0.39,0.118,0.944,2.4205128205128204,0.06924999999999999,10.892857142857133,0.6707021791767555
"acucar, arroz","cafe, pao",0.204,0.239,0.118,0.5784313725490197,2.420214947903848,0.069244,1.8051627906976746,0.7372029639724044
"cafe, feijao, pao",acucar,0.124,0.39,0.117,0.9435483870967742,2.4193548387096775,0.06864,10.805714285714295,0.6697108066971081
"cafe, feijao, leite",acucar,0.124,0.39,0.117,0.9435483870967742,2.4193548387096775,0.06864,10.805714285714295,0.6697108066971081
"cafe, carne",acucar,0.105,0.39,0.099,0.942857142857143,2.417582417582418,0.058050000000000004,10.675000000000017,0.6551549009649569
"arroz, cafe, frango",acucar,0.104,0.39,0.098,0.9423076923076924,2.416173570019724,0.057440000000000005,10.57333333333335,0.6541545189504373
"cafe, feijao, frango",acucar,0.104,0.39,0.098,0.9423076923076924,2.416173570019724,0.057440000000000005,10.57333333333335,0.6541545189504373
"acucar, arroz, carne",cafe,0.098,0.393,0.093,0.9489795918367346,2.4147063405514877,0.054486,11.897199999999987,0.6495243544810815
"acucar, carne, feijao",cafe,0.098,0.393,0.093,0.9489795918367346,2.4147063405514877,0.054486,11.897199999999987,0.6495243544810815
"arroz, cafe",acucar,0.205,0.39,0.193,0.9414634146341464,2.41400875547217,0.11305000000000001,10.420833333333343,0.7367940821846385
"cafe, manteiga, pao",acucar,0.119,0.39,0.112,0.9411764705882354,2.413273001508296,0.06559000000000001,10.370000000000017,0.6647275822928491
"cafe, leite, manteiga",acucar,0.119,0.39,0.112,0.9411764705882354,2.413273001508296,0.06559000000000001,10.370000000000017,0.6647275822928491
"cafe, feijao",acucar,0.202,0.39,0.19,0.9405940594059405,2.4117796395024116,0.11122,10.268333333333324,0.7335443872839994
"acucar, cerveja, pao",cafe,0.076,0.393,0.072,0.9473684210526315,2.4106066693451185,0.04213199999999999,11.532999999999989,0.6332972582972581
"arroz, cafe, feijao",acucar,0.2,0.39,0.188,0.94,2.41025641025641,0.10999999999999999,10.166666666666657,0.7313829787234042
"cafe, hortifruti",acucar,0.183,0.39,0.172,0.9398907103825136,2.4099761804679836,0.10062999999999998,10.148181818181806,0.716105433947226
"acucar, cerveja, leite",cafe,0.075,0.393,0.071,0.9466666666666667,2.408821034775233,0.04152499999999999,11.381249999999998,0.632280167491435
"acucar, cerveja, refrigerante",cafe,0.075,0.393,0.071,0.9466666666666667,2.408821034775233,0.04152499999999999,11.381249999999998,0.632280167491435
"arroz, cafe, carne",acucar,0.099,0.39,0.093,0.9393939393939393,2.4087024087024083,0.054389999999999994,10.06499999999999,0.6490995667895885
"cafe, carne, feijao",acucar,0.099,0.39,0.093,0.9393939393939393,2.4087024087024083,0.054389999999999994,10.06499999999999,0.6490995667895885
"acucar, arroz",cafe,0.204,0.393,0.193,0.9460784313725491,2.407324252856359,0.11282800000000001,11.257090909090925,0.7344234123987815
"cafe, cerveja",acucar,0.13,0.39,0.122,0.9384615384615385,2.4063116370808677,0.0713,9.9125,0.6717542867910308
"acucar, feijao",cafe,0.201,0.393,0.19,0.9452736318407959,2.4052764168976997,0.111007,11.091545454545438,0.7312232395757855
"acucar, arroz, feijao",cafe,0.199,0.393,0.188,0.9447236180904522,2.4038768908154,0.10979299999999999,10.981181818181815,0.7290952798363747
"cafe, frango",acucar,0.111,0.39,0.104,0.9369369369369369,2.4024024024024024,0.06070999999999999,9.67285714285714,0.6566366704161979
"acucar, arroz, pao",cafe,0.125,0.393,0.118,0.944,2.402035623409669,0.06887499999999999,10.839285714285705,0.6670702179176755
"acucar, arroz, leite",cafe,0.125,0.393,0.118,0.944,2.402035623409669,0.06887499999999999,10.839285714285705,0.6670702179176755
"acucar, feijao, pao",cafe,0.124,0.393,0.117,0.9435483870967742,2.400886481162275,0.068268,10.752571428571438,0.666081255122351
"acucar, feijao, leite",cafe,0.124,0.393,0.117,0.9435483870967742,2.400886481162275,0.068268,10.752571428571438,0.666081255122351
"acucar, carne",cafe,0.105,0.393,0.099,0.942857142857143,2.399127589967285,0.057735,10.622500000000016,0.6515997968511935
"arroz, cafe, cerveja",acucar,0.059,0.39,0.055,0.9322033898305085,2.390265102129509,0.031990000000000005,8.99750000000001,0.6181045309631921
"acucar, carne, pao",cafe,0.065,0.393,0.061,0.9384615384615385,2.387942845958113,0.035455,9.86375,0.6216358376435522
"acucar, carne, leite",cafe,0.065,0.393,0.061,0.9384615384615385,2.387942845958113,0.035455,9.86375,0.6216358376435522
"cafe, hortifruti, pao",acucar,0.116,0.39,0.108,0.9310344827586207,2.3872679045092835,0.06276,8.844999999999997,0.6573655103066868
"cafe, hortifruti, leite",acucar,0.115,0.39,0.107,0.9304347826086956,2.385730211817168,0.06215,8.768749999999994,0.6563176514071493
"cafe, cerveja, feijao",acucar,0.057,0.39,0.053,0.9298245614035087,2.3841655420602788,0.030769999999999995,8.692499999999987,0.6156585766021728
"acucar, manteiga",cafe,0.121,0.393,0.113,0.9338842975206613,2.3762959224444304,0.065447,9.180875000000015,0.6589044267923123
"cafe, manteiga",acucar,0.122,0.39,0.113,0.9262295081967213,2.3749474569146702,0.06542,8.268888888888892,0.6593827484024433
"acucar, arroz, frango",cafe,0.105,0.393,0.098,0.9333333333333335,2.3748939779474134,0.056735,9.105000000000016,0.6468475658419792
"acucar, feijao, frango",cafe,0.105,0.393,0.098,0.9333333333333335,2.3748939779474134,0.056735,9.105000000000016,0.6468475658419792
"acucar, manteiga, pao",cafe,0.12,0.393,0.112,0.9333333333333333,2.374893977947413,0.06484000000000001,9.105000000000002,0.6578733766233766
"acucar, leite, manteiga",cafe,0.12,0.393,0.112,0.9333333333333333,2.374893977947413,0.06484000000000001,9.105000000000002,0.6578733766233766
"cafe, carne, pao",acucar,0.066,0.39,0.061,0.9242424242424242,2.3698523698523695,0.03526,8.051999999999996,0.6188787868150385
"cafe, carne, leite",acucar,0.066,0.39,0.061,0.9242424242424242,2.3698523698523695,0.03526,8.051999999999996,0.6188787868150385
"acucar, cerveja",cafe,0.131,0.393,0.122,0.9312977099236641,2.369714274614921,0.070517,8.835222222222221,0.6651417683789544
"arroz, cafe, hortifruti",acucar,0.092,0.39,0.085,0.923913043478261,2.3690078037904128,0.049120000000000004,8.017142857142868,0.636434309406582
"cafe, frango","acucar, leite",0.111,0.236,0.062,0.5585585585585585,2.366773553214231,0.035804,1.7306938775510203,0.6495881563191698
"cafe, feijao, hortifruti",acucar,0.09,0.39,0.083,0.9222222222222223,2.364672364672365,0.047900000000000005,7.842857142857148,0.6341850920164174
"acucar, frango",cafe,0.112,0.393,0.104,0.9285714285714285,2.362777171937477,0.059983999999999996,8.49799999999999,0.6495148995148995
"cafe, frango","acucar, pao",0.111,0.237,0.062,0.5585585585585585,2.3567871669137492,0.035693,1.7284285714285712,0.6475742951485903
"acucar, frango, pao",cafe,0.067,0.393,0.062,0.9253731343283581,2.3546390186472217,0.03566899999999999,8.133799999999988,0.6166199910106143
"acucar, frango, leite",cafe,0.067,0.393,0.062,0.9253731343283581,2.3546390186472217,0.03566899999999999,8.133799999999988,0.6166199910106143
"cafe, cerveja","acucar, pao",0.13,0.237,0.072,0.5538461538461538,2.3369036027263874,0.04118999999999999,1.7101724137931031,0.657567049808429
"acucar, frango","cafe, leite",0.112,0.238,0.062,0.5535714285714286,2.32593037214886,0.035344,1.7068800000000002,0.6419645451903516
"acucar, hortifruti, manteiga",cafe,0.056,0.393,0.051,0.9107142857142856,2.3173391494002176,0.028991999999999997,6.79839999999999,0.6021934197407777
"acucar, frango","cafe, pao",0.112,0.239,0.062,0.5535714285714286,2.316198445905559,0.035232,1.7046400000000002,0.6399302528334786
"cafe, cerveja","acucar, leite",0.13,0.236,0.071,0.5461538461538461,2.3142112125162972,0.040319999999999995,1.6833898305084745,0.6527440505099563
"acucar, arroz, manteiga",cafe,0.064,0.393,0.058,0.90625,2.305979643765903,0.032848,6.474666666666667,0.6050692602416741
"cerveja, feijao, leite",frango,0.098,0.288,0.065,0.6632653061224489,2.3030045351473922,0.036776,2.114424242424242,0.6272556711581102
"acucar, feijao, manteiga",cafe,0.063,0.393,0.057,0.9047619047619048,2.3021931418877983,0.032241000000000006,6.3735,0.6036623041060496
"acucar, cerveja","cafe, pao",0.131,0.239,0.072,0.5496183206106869,2.2996582452329997,0.040691,1.6896779661016945,0.6503484209180411
"arroz, cafe, manteiga",acucar,0.065,0.39,0.058,0.8923076923076924,2.287968441814596,0.03265,5.664285714285716,0.6020652775216668
"cafe, feijao, manteiga",acucar,0.064,0.39,0.057,0.890625,2.2836538461538463,0.03204,5.577142857142857,0.6005398110661269
"cerveja, feijao, pao",frango,0.099,0.288,0.065,0.6565656565656566,2.2797418630751967,0.03648800000000001,2.073176470588235,0.6230342354648681
"acucar, cerveja","cafe, leite",0.131,0.238,0.071,0.5419847328244274,2.2772467765732243,0.039821999999999996,1.6636999999999997,0.6454237507901263
"acucar, arroz, cerveja",cafe,0.062,0.393,0.055,0.8870967741935484,2.2572437002380363,0.030633999999999998,5.3762857142857134,0.5937972475285908
"arroz, cerveja, leite",frango,0.1,0.288,0.065,0.65,2.2569444444444446,0.0362,2.0342857142857143,0.6188034188034188
"acucar, cerveja, feijao",cafe,0.06,0.393,0.053,0.8833333333333333,2.247667514843087,0.029419999999999998,5.202857142857141,0.5905258932155761
"arroz, cerveja, pao",frango,0.101,0.288,0.065,0.6435643564356436,2.234598459845985,0.035912,1.9975555555555555,0.6145631898690853
"cafe, hortifruti, manteiga",acucar,0.059,0.39,0.051,0.864406779661017,2.2164276401564535,0.027989999999999998,4.498750000000001,0.5832343564418329
"cerveja, feijao","arroz, frango",0.166,0.271,0.099,0.5963855421686747,2.200684657448984,0.054014,1.8061791044776119,0.6541917980766901
"arroz, cerveja","feijao, frango",0.168,0.27,0.099,0.5892857142857143,2.1825396825396823,0.05364,1.7773913043478262,0.6512237762237763
"feijao, refrigerante","arroz, frango",0.105,0.271,0.062,0.5904761904761905,2.178878931646459,0.033545,1.7801162790697675,0.6045233375382952
"arroz, limpeza","feijao, hortifruti",0.128,0.246,0.068,0.53125,2.1595528455284554,0.036512,1.6085333333333334,0.6157582298974636
"arroz, refrigerante","feijao, frango",0.107,0.27,0.062,0.5794392523364486,2.1460713049498095,0.03311,1.7357777777777776,0.5980204457609364
"feijao, limpeza","arroz, hortifruti",0.129,0.246,0.068,0.5271317829457365,2.1428121257956767,0.03626600000000001,1.5945245901639347,0.6123117444451949
"arroz, limpeza","feijao, leite",0.128,0.322,0.088,0.6875,2.1350931677018634,0.04678399999999999,2.1696,0.6096747289407839
"arroz, limpeza","feijao, pao",0.128,0.326,0.088,0.6875,2.1088957055214723,0.046271999999999994,2.1567999999999996,0.6030025020850708
"arroz, limpeza","carne, feijao",0.128,0.245,0.066,0.515625,2.104591836734694,0.034640000000000004,1.558709677419355,0.6018904642757854
"feijao, limpeza","arroz, leite",0.129,0.325,0.088,0.6821705426356589,2.0989862850327965,0.04607499999999999,2.1237804878048783,0.6011246216470096
"feijao, limpeza","arroz, carne",0.129,0.244,0.066,0.5116279069767442,2.096835684330919,0.034524000000000006,1.548,0.6005636154889887
"cerveja, feijao, refrigerante",frango,0.098,0.288,0.059,0.6020408163265305,2.0904195011337867,0.030775999999999998,1.7891282051282045,0.5783005749934232
"arroz, cerveja, feijao",frango,0.165,0.288,0.099,0.6,2.0833333333333335,0.051480000000000005,1.7799999999999998,0.6227544910179641
"feijao, limpeza","arroz, pao",0.129,0.329,0.088,0.6821705426356589,2.0734666949412124,0.04555899999999999,2.1111951219512197,0.5943925477507566
"cerveja, feijao",frango,0.166,0.288,0.099,0.5963855421686747,2.0707831325301207,0.05119200000000001,1.7640597014925372,0.6200130804447352
"arroz, feijao, refrigerante",frango,0.104,0.288,0.062,0.5961538461538461,2.0699786324786325,0.03204800000000001,1.763047619047619,0.5769009216589862
"arroz, cerveja, refrigerante",frango,0.099,0.288,0.059,0.5959595959595959,2.069304152637486,0.030487999999999998,1.7621999999999998,0.5735247088921913
"feijao, refrigerante",frango,0.105,0.288,0.062,0.5904761904761905,2.0502645502645507,0.031760000000000004,1.7386046511627906,0.5723553793476303
"arroz, cerveja",frango,0.168,0.288,0.099,0.5892857142857143,2.0461309523809526,0.05061600000000001,1.7335652173913043,0.6145104895104896
"cerveja, feijao","arroz, hortifruti",0.166,0.246,0.083,0.5,2.032520325203252,0.042164,1.508,0.6091127098321343
"arroz, refrigerante",frango,0.107,0.288,0.062,0.5794392523364486,2.0119418483904465,0.031184000000000003,1.6929777777777775,0.5632337535671713
"arroz, feijao, limpeza",carne,0.127,0.261,0.066,0.5196850393700787,1.991130419042447,0.032853,1.5385737704918032,0.5701864000833072
"arroz, carne","feijao, leite",0.244,0.322,0.156,0.639344262295082,1.9855411872518074,0.077432,1.879909090909091,0.6565594898928232
"feijao, manteiga","arroz, frango",0.181,0.271,0.097,0.5359116022099448,1.9775335874905713,0.047949,1.5708214285714288,0.6035648200596654
"cafe, feijao, pao",carne,0.124,0.261,0.064,0.5161290322580645,1.9775058707205535,0.031636,1.5272666666666666,0.5642836757990867
"cafe, feijao, leite",carne,0.124,0.261,0.064,0.5161290322580645,1.9775058707205535,0.031636,1.5272666666666666,0.5642836757990867
"arroz, limpeza",carne,0.128,0.261,0.066,0.515625,1.975574712643678,0.032592,1.5256774193548386,0.5663052543786489
"arroz, carne","feijao, pao",0.244,0.326,0.157,0.6434426229508197,1.9737503771497535,0.077456,1.8902988505747125,0.652579786337748
"arroz, cafe, pao",carne,0.125,0.261,0.064,0.512,1.9616858237547892,0.031375,1.514344262295082,0.5602678571428571
"arroz, cafe, leite",carne,0.125,0.261,0.064,0.512,1.9616858237547892,0.031375,1.514344262295082,0.5602678571428571
"feijao, limpeza",carne,0.129,0.261,0.066,0.5116279069767442,1.9602601799875257,0.032331,1.5131904761904762,0.5624151967435549
"carne, feijao","arroz, leite",0.245,0.325,0.156,0.636734693877551,1.9591836734693877,0.076375,1.8581460674157304,0.6484547461368654
"frango, refrigerante","arroz, feijao",0.063,0.503,0.062,0.9841269841269841,1.9565148789800877,0.030310999999999998,31.310999999999893,0.5217578407408682
"arroz, carne",feijao,0.244,0.512,0.244,1.0,1.953125,0.119072,inf,0.6455026455026456
"arroz, carne, pao",feijao,0.157,0.512,0.157,1.0,1.953125,0.076616,inf,0.5788849347568209
"arroz, carne, leite",feijao,0.156,0.512,0.156,1.0,1.953125,0.076128,inf,0.5781990521327014
"arroz, frango, hortifruti",feijao,0.127,0.512,0.127,1.0,1.953125,0.061976,inf,0.5589919816723941
"arroz, carne, hortifruti",feijao,0.119,0.512,0.119,1.0,1.953125,0.058072,inf,0.5539160045402951
"acucar, arroz, frango",feijao,0.105,0.512,0.105,1.0,1.953125,0.051239999999999994,inf,0.5452513966480446
"arroz, cafe, frango",feijao,0.104,0.512,0.104,1.0,1.953125,0.050752,inf,0.5446428571428571
"arroz, cafe, carne",feijao,0.099,0.512,0.099,1.0,1.953125,0.048312,inf,0.5416204217536071
"arroz, cerveja, frango",feijao,0.099,0.512,0.099,1.0,1.953125,0.048312,inf,0.5416204217536071
